HAT-265-0000002 4.456785e-02
HAT-264-0000332 1.034466e-02
HAT-219-0001591 4.939048e-03
HAT-264-0002224 9.816483e-03
HAT-220-0000948 4.297804e-01
HAT-220-0000481 5.439692e-01
HAT-265-0003047 -1.000000e+00
HAT-173-0003599 2.201256e-01
HAT-220-0003035 2.498045e-01
HAT-265-0007429 1.075383e-02
HAT-264-0005936 -1.000000e+00
HAT-219-0002965 6.814942e-03
HAT-219-0004797 7.178795e-03
HAT-219-0005749 8.755591e-03
HAT-218-0007497 9.130145e-03
HAT-265-0007805 -1.000000e+00
HAT-173-0003131 1.380725e-02
HAT-265-0004014 1.001325e-02
HAT-265-0009067 -1.000000e+00
HAT-264-0014073 -1.000000e+00
HAT-219-0011401 1.201961e-02
HAT-218-0015361 1.419860e-02
HAT-218-0003280 -1.000000e+00
HAT-218-0014374 1.376192e-02
HAT-220-0007442 2.722605e-01
HAT-219-0012111 7.665710e-01
HAT-219-0005709 1.059259e-02
HAT-218-0013972 1.337187e-02
HAT-175-0008415 1.921285e-02
HAT-174-0006615 1.635013e-02
HAT-218-0019049 1.445424e-02
HAT-218-0018883 1.776711e-02
HAT-264-0021937 2.197243e-02
HAT-173-0011840 2.864519e-01
HAT-265-0018926 -1.000000e+00
HAT-264-0006692 1.592002e-02
HAT-220-0008489 3.628578e-01
HAT-219-0016688 1.375322e-02
HAT-173-0014293 3.133916e-02
HAT-264-0019051 -1.000000e+00
HAT-174-0007738 -1.000000e+00
HAT-265-0026607 -1.000000e+00
HAT-174-0013356 3.101202e-01
HAT-219-0023957 1.800135e-02
HAT-219-0024580 1.847560e-02
HAT-219-0022567 1.693994e-02
HAT-174-0010955 1.932150e-02
HAT-218-0026574 2.266120e-02
HAT-265-0013599 2.074374e-02
HAT-265-0031876 2.755777e-01
HAT-173-0010557 2.170567e-02
HAT-219-0013544 1.847160e-02
HAT-219-0021475 9.490179e-02
HAT-175-0022216 -1.000000e+00
HAT-218-0019556 2.134379e-02
HAT-264-0031271 3.055113e-02
HAT-220-0015358 3.350838e-01
HAT-173-0015947 4.849480e-02
HAT-218-0033822 2.837244e-02
HAT-265-0029278 2.916797e-02
HAT-220-0017206 2.690915e-01
HAT-218-0013925 2.081031e-02
HAT-265-0033197 2.722452e-01
HAT-264-0028481 4.576472e-02
HAT-219-0023931 2.445047e-02
HAT-174-0021418 -1.000000e+00
HAT-219-0018212 1.969478e-02
HAT-173-0033826 9.422127e-02
HAT-264-0026416 8.854567e-02
HAT-220-0021554 2.421870e-01
HAT-220-0023864 2.581321e-01
HAT-219-0039383 1.962728e-02
HAT-219-0026632 3.244005e-01
HAT-219-0018572 2.043177e-02
HAT-219-0013701 2.484385e-02
HAT-219-0026948 2.800593e-02
HAT-219-0049619 2.704923e-02
HAT-219-0036386 2.910910e-02
HAT-219-0035741 2.207849e-01
HAT-174-0019130 2.912527e-02
HAT-265-0043989 6.650813e-02
HAT-173-0016847 3.760626e-02
HAT-219-0032579 2.865216e-02
HAT-266-0029160 1.081517e-01
HAT-219-0046372 3.395165e-02
HAT-218-0053211 4.068436e-02
HAT-219-0034287 2.874294e-02
HAT-219-0028438 2.666245e-02
HAT-220-0025459 3.103892e-01
HAT-219-0037714 3.049827e-02
HAT-266-0036393 2.552909e-01
HAT-218-0028012 3.782742e-02
HAT-219-0036064 2.662918e-01
HAT-219-0043766 2.914526e-02
HAT-219-0035017 3.533168e-02
HAT-219-0030033 3.333563e-02
HAT-220-0020290 3.590125e-01
HAT-219-0019223 3.078642e-02
HAT-219-0019113 3.173525e-02
HAT-264-0047736 4.194902e-01
HAT-265-0000013 1.173114e-01
HAT-264-0000006 2.075822e-02
HAT-218-0000222 4.476819e-02
HAT-219-0000012 1.009084e-01
HAT-219-0001044 2.977418e-02
HAT-219-0005150 2.405130e-02
HAT-219-0000025 1.039591e-01
HAT-219-0000016 2.094663e-02
HAT-265-0000009 -1.000000e+00
HAT-218-0000515 2.087210e-01
HAT-265-0003781 -1.000000e+00
HAT-173-0000034 4.778531e-02
HAT-218-0000090 3.607946e-02
HAT-219-0000014 3.260929e-02
HAT-264-0021236 -1.000000e+00
HAT-266-0017820 -1.000000e+00
HAT-264-0006645 1.827007e-01
HAT-264-0001148 -1.000000e+00
HAT-219-0002289 2.096562e-02
HAT-218-0000003 1.465440e-02
HAT-264-0000013 1.924182e-02
HAT-219-0001875 4.555515e-01
HAT-218-0000047 2.104560e-01
HAT-265-0000250 -1.000000e+00
HAT-264-0000023 3.450790e-02
HAT-218-0000483 9.239317e-02
HAT-219-0000009 3.827923e-01
HAT-219-0001582 1.288671e-01
HAT-218-0029377 1.524174e-01
HAT-219-0000164 2.516121e-02
HAT-264-0001803 -1.000000e+00
HAT-219-0303649 5.420727e-01
HAT-174-0002153 8.916255e-02
HAT-264-0000573 -1.000000e+00
HAT-219-0001567 6.347293e-02
HAT-220-0001285 2.260101e-01
HAT-265-0000331 -1.000000e+00
HAT-265-0002306 -1.000000e+00
HAT-265-0000058 -1.000000e+00
HAT-174-0000061 2.395012e-02
HAT-265-0000169 -1.000000e+00
HAT-219-0003312 9.235515e-02
HAT-264-0010203 1.109151e-01
HAT-218-0030337 3.522085e-02
HAT-264-0204845 -1.000000e+00
HAT-174-0179975 7.166444e-02
HAT-265-0000562 -1.000000e+00
HAT-219-0001306 5.538972e-02
HAT-218-0000312 5.310758e-02
HAT-175-0018831 -1.000000e+00
HAT-219-0001330 8.774367e-03
HAT-265-0000655 -1.000000e+00
HAT-219-0002539 2.883325e-01
HAT-219-0000001 2.394476e-02
HAT-264-0043797 -1.000000e+00
HAT-220-0006118 2.746437e-01
HAT-265-0001079 6.718833e-02
HAT-218-0003544 1.560202e-01
HAT-219-0000002 3.950929e-02
HAT-219-0000003 5.499137e-02
HAT-264-0001505 -1.000000e+00
HAT-264-0003249 1.134361e-01
HAT-218-0011469 2.645990e-02
HAT-219-0000070 1.607548e-02
HAT-265-0000032 -1.000000e+00
HAT-218-0001132 4.145121e-02
HAT-173-0000066 -1.000000e+00
HAT-265-0003686 2.487284e-02
HAT-219-0576121 1.316599e-02
HAT-219-0005807 7.639248e-02
HAT-219-0000022 2.840937e-01
HAT-219-0000203 3.445327e-01
HAT-174-0000007 2.885583e-02
HAT-264-0000180 3.944805e-02
HAT-219-0000421 3.680314e-01
HAT-265-0002790 -1.000000e+00
HAT-264-0058622 -1.000000e+00
HAT-218-0000499 3.215832e-02
HAT-219-0001763 5.783493e-02
HAT-218-0000377 4.152911e-02
HAT-218-0009746 6.260736e-02
HAT-219-0026168 2.454880e-01
HAT-219-0000348 4.615188e-02
HAT-264-0000011 -1.000000e+00
HAT-218-0000480 1.734854e-02
HAT-265-0000699 7.192838e-01
HAT-218-0000669 1.429997e-02
HAT-265-0000215 3.713896e-01
HAT-219-0001659 2.975354e-01
HAT-174-0000215 -1.000000e+00
HAT-219-0000053 1.275159e-02
HAT-173-0000079 3.627248e-02
HAT-265-0000461 1.735289e-02
HAT-218-0020336 3.433239e-01
HAT-218-0000260 -1.000000e+00
HAT-219-0000084 3.574154e-02
HAT-220-0001527 4.152920e-02
HAT-265-0003054 1.790603e-02
HAT-264-0073786 2.857920e-02
HAT-218-0013317 6.537493e-02
