HAT-264-0010203 6.349624e+01
HAT-144-0000085 6.892585e-01
HAT-219-0022869 7.975488e-02
HAT-121-0000364 3.490177e+00
HAT-284-0001908 4.786886e+00
HAT-265-0411147 6.940728e-02
HAT-174-0006568 7.883730e-02
HAT-219-0036355 4.328659e-01
HAT-152-0000363 1.235845e+01
HAT-218-0048170 1.112484e-01
HAT-174-0024163 5.680282e-02
HAT-218-0002450 2.015957e-01
HAT-174-0001647 6.100058e-02
HAT-218-0003055 1.277931e-01
HAT-219-0019663 6.479708e-02
HAT-218-0047626 7.426796e-02
HAT-342-0000455 3.650001e+01
HAT-153-0000863 6.188467e+00
HAT-218-0031142 6.772850e-02
HAT-219-0001265 1.063702e+00
HAT-132-0000861 1.737323e+01
HAT-219-0016419 1.234843e-01
HAT-173-0018259 5.870651e-02
HAT-127-0436711 3.135660e-01
HAT-174-0000720 7.385944e-02
HAT-219-0040385 6.919788e-02
HAT-219-0000082 6.662325e-02
HAT-218-0051961 5.881778e-02
HAT-173-0004919 1.130597e+00
HAT-218-0003080 7.249824e-02
HAT-219-0006818 2.676321e-01
HAT-220-0017423 5.804216e-02
HAT-357-0000011 1.390707e-01
HAT-173-0013723 1.308128e-01
HAT-325-0000382 2.094651e+01
HAT-218-0050271 7.903897e-02
HAT-219-0019206 9.955226e-02
HAT-219-0000987 1.052248e-01
HAT-174-0001764 6.568847e+00
HAT-357-0003683 1.364221e+02
HAT-264-0054916 6.158224e-02
HAT-387-1635607 6.339463e-01
HAT-174-0008416 6.637658e-02
HAT-173-0026098 8.488382e-02
HAT-219-0044555 8.698599e-02
HAT-211-0000127 3.073768e+00
HAT-230-0003941 1.336949e+00
HAT-318-0008899 5.806353e-02
HAT-219-0005485 6.585824e-02
HAT-218-0034970 5.725797e-02
HAT-364-0003205 1.271828e+00
HAT-340-0118479 1.652422e-01
HAT-174-0003304 6.361237e-02
HAT-218-0001189 1.559346e-01
HAT-265-0000363 8.176444e-02
HAT-218-0072632 4.954377e-02
