     hat_id      | ndet  |                           full_lc_fpath
 HAT-116-0000398 | 11156 | 116/HAT-116-0000398-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0000443 | 11154 | 116/HAT-116-0000443-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0000624 | 11156 | 116/HAT-116-0000624-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0000799 |    61 | 116/HAT-116-0000799-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0000996 | 11156 | 116/HAT-116-0000996-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0001091 | 10990 | 116/HAT-116-0001091-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0001331 |   145 | 116/HAT-116-0001331-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0001634 | 11155 | 116/HAT-116-0001634-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0001846 |   145 | 116/HAT-116-0001846-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0001903 | 11155 | 116/HAT-116-0001903-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0005576 | 11155 | 116/HAT-116-0005576-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0011256 |   145 | 116/HAT-116-0011256-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0014818 | 11723 | 116/HAT-116-0014818-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0016050 | 11156 | 116/HAT-116-0016050-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0019025 |    52 | 116/HAT-116-0019025-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0021418 | 11155 | 116/HAT-116-0021418-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0025814 | 11155 | 116/HAT-116-0025814-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0026966 |   145 | 116/HAT-116-0026966-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0028995 | 11728 | 116/HAT-116-0028995-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-116-0034367 |    63 | 116/HAT-116-0034367-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000003 | 11153 | 117/HAT-117-0000003-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000021 | 11156 | 117/HAT-117-0000021-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000074 | 11155 | 117/HAT-117-0000074-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000080 | 11154 | 117/HAT-117-0000080-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000165 | 11155 | 117/HAT-117-0000165-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000671 | 11154 | 117/HAT-117-0000671-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000721 |  3835 | 117/HAT-117-0000721-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0000902 | 11152 | 117/HAT-117-0000902-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0001039 | 11152 | 117/HAT-117-0001039-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0002774 | 11145 | 117/HAT-117-0002774-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0007837 | 11155 | 117/HAT-117-0007837-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0010706 | 11053 | 117/HAT-117-0010706-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0059158 | 11153 | 117/HAT-117-0059158-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-117-0300308 | 11154 | 117/HAT-117-0300308-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-120-0000802 |  4492 | 120/HAT-120-0000802-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-120-0003185 |  4580 | 120/HAT-120-0003185-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-120-0043344 |  4568 | 120/HAT-120-0043344-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-120-0060318 |  4575 | 120/HAT-120-0060318-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000002 | 11355 | 121/HAT-121-0000002-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000005 | 11355 | 121/HAT-121-0000005-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000006 | 11341 | 121/HAT-121-0000006-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000022 | 11259 | 121/HAT-121-0000022-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000068 | 11354 | 121/HAT-121-0000068-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000082 | 11355 | 121/HAT-121-0000082-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000233 | 21200 | 121/HAT-121-0000233-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000256 | 11355 | 121/HAT-121-0000256-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000297 | 11355 | 121/HAT-121-0000297-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000310 | 11349 | 121/HAT-121-0000310-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000313 | 11355 | 121/HAT-121-0000313-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000364 | 11346 | 121/HAT-121-0000364-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000439 | 11339 | 121/HAT-121-0000439-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000475 | 11350 | 121/HAT-121-0000475-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000536 | 11313 | 121/HAT-121-0000536-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000619 |  9846 | 121/HAT-121-0000619-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000631 | 14339 | 121/HAT-121-0000631-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000687 | 11353 | 121/HAT-121-0000687-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000977 | 11355 | 121/HAT-121-0000977-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0000985 | 11355 | 121/HAT-121-0000985-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0001039 | 14343 | 121/HAT-121-0001039-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0001984 | 11351 | 121/HAT-121-0001984-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0002667 |  9845 | 121/HAT-121-0002667-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0002800 | 11342 | 121/HAT-121-0002800-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0003150 | 11355 | 121/HAT-121-0003150-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0004018 | 21200 | 121/HAT-121-0004018-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0004953 |  9846 | 121/HAT-121-0004953-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0005745 | 14317 | 121/HAT-121-0005745-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0008268 | 11354 | 121/HAT-121-0008268-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0013142 | 11349 | 121/HAT-121-0013142-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0013848 | 11346 | 121/HAT-121-0013848-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0014641 |  9846 | 121/HAT-121-0014641-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0015465 | 21200 | 121/HAT-121-0015465-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0020222 | 11340 | 121/HAT-121-0020222-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0022414 | 11352 | 121/HAT-121-0022414-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0022736 | 11355 | 121/HAT-121-0022736-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0025327 | 11353 | 121/HAT-121-0025327-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0043209 | 11349 | 121/HAT-121-0043209-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-121-0528262 | 11355 | 121/HAT-121-0528262-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000001 | 11355 | 122/HAT-122-0000001-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000003 | 11355 | 122/HAT-122-0000003-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000016 | 11325 | 122/HAT-122-0000016-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000112 | 11355 | 122/HAT-122-0000112-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000127 |  9846 | 122/HAT-122-0000127-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000157 |  9846 | 122/HAT-122-0000157-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000531 |  9846 | 122/HAT-122-0000531-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000850 | 21201 | 122/HAT-122-0000850-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0000877 | 21201 | 122/HAT-122-0000877-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0001477 |  9846 | 122/HAT-122-0001477-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0002094 |  9846 | 122/HAT-122-0002094-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0003108 |  9846 | 122/HAT-122-0003108-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0003190 | 21201 | 122/HAT-122-0003190-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0011222 |  9590 | 122/HAT-122-0011222-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0013691 |  5538 | 122/HAT-122-0013691-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0016520 |  4045 | 122/HAT-122-0016520-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-122-0018736 | 11355 | 122/HAT-122-0018736-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000002 | 15309 | 123/HAT-123-0000002-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000017 | 11036 | 123/HAT-123-0000017-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000023 |  3954 | 123/HAT-123-0000023-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000094 | 15306 | 123/HAT-123-0000094-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000285 | 22866 | 123/HAT-123-0000285-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000305 | 15308 | 123/HAT-123-0000305-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000404 | 10747 | 123/HAT-123-0000404-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000452 | 15308 | 123/HAT-123-0000452-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0000989 | 15299 | 123/HAT-123-0000989-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0004993 |  3956 | 123/HAT-123-0004993-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0005295 |  4070 | 123/HAT-123-0005295-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0007511 |  3920 | 123/HAT-123-0007511-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0008536 |  4076 | 123/HAT-123-0008536-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0014928 | 15306 | 123/HAT-123-0014928-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0029475 | 10665 | 123/HAT-123-0029475-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-123-0033085 |  4064 | 123/HAT-123-0033085-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000001 | 22851 | 124/HAT-124-0000001-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000004 |  6672 | 124/HAT-124-0000004-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000007 | 17416 | 124/HAT-124-0000007-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000022 | 17421 | 124/HAT-124-0000022-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000027 | 18908 | 124/HAT-124-0000027-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000045 | 26253 | 124/HAT-124-0000045-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000053 | 22866 | 124/HAT-124-0000053-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000103 | 22857 | 124/HAT-124-0000103-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0000698 | 22750 | 124/HAT-124-0000698-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0001209 |  3871 | 124/HAT-124-0001209-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0001445 | 17417 | 124/HAT-124-0001445-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0001484 |  6675 | 124/HAT-124-0001484-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0007727 | 17453 | 124/HAT-124-0007727-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0012069 |  7442 | 124/HAT-124-0012069-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0015562 | 10748 | 124/HAT-124-0015562-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-124-0023596 |  6674 | 124/HAT-124-0023596-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000005 | 22375 | 125/HAT-125-0000005-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000007 | 22371 | 125/HAT-125-0000007-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000026 |  7002 | 125/HAT-125-0000026-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000061 | 29843 | 125/HAT-125-0000061-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000086 |  7472 | 125/HAT-125-0000086-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000093 | 10945 | 125/HAT-125-0000093-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000113 |  7474 | 125/HAT-125-0000113-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000309 |  7476 | 125/HAT-125-0000309-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000400 | 10346 | 125/HAT-125-0000400-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000403 |  7475 | 125/HAT-125-0000403-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000424 | 29853 | 125/HAT-125-0000424-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000593 | 10346 | 125/HAT-125-0000593-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000777 | 18213 | 125/HAT-125-0000777-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0000863 |  7476 | 125/HAT-125-0000863-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0001038 | 17666 | 125/HAT-125-0001038-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0002320 |  7476 | 125/HAT-125-0002320-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0003512 |  7476 | 125/HAT-125-0003512-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0005338 |  7476 | 125/HAT-125-0005338-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0006529 | 10338 | 125/HAT-125-0006529-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0008336 |  7476 | 125/HAT-125-0008336-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0010856 | 18214 | 125/HAT-125-0010856-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0012146 | 29841 | 125/HAT-125-0012146-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0017658 | 10310 | 125/HAT-125-0017658-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0020593 | 10291 | 125/HAT-125-0020593-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-125-0191856 |  7429 | 125/HAT-125-0191856-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000092 |  2870 | 126/HAT-126-0000092-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000108 |  2870 | 126/HAT-126-0000108-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000257 |  2870 | 126/HAT-126-0000257-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000314 | 10232 | 126/HAT-126-0000314-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000366 |  2869 | 126/HAT-126-0000366-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000367 |  3474 | 126/HAT-126-0000367-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000530 |  2870 | 126/HAT-126-0000530-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0000785 |  2869 | 126/HAT-126-0000785-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0001276 |  2870 | 126/HAT-126-0001276-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0001417 |  2870 | 126/HAT-126-0001417-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0001760 |  2870 | 126/HAT-126-0001760-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0003959 |  2869 | 126/HAT-126-0003959-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0005861 |  2894 | 126/HAT-126-0005861-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0010463 |  2868 | 126/HAT-126-0010463-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0013504 |  2865 | 126/HAT-126-0013504-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0017154 |  2868 | 126/HAT-126-0017154-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0020233 |  2869 | 126/HAT-126-0020233-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0020471 |  2862 | 126/HAT-126-0020471-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0021154 |  2864 | 126/HAT-126-0021154-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0021724 |  2867 | 126/HAT-126-0021724-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0021985 |  2858 | 126/HAT-126-0021985-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0027165 |  2870 | 126/HAT-126-0027165-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0028617 |  2845 | 126/HAT-126-0028617-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0028802 |  2852 | 126/HAT-126-0028802-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0029694 |  2869 | 126/HAT-126-0029694-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0032086 |  2855 | 126/HAT-126-0032086-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0032570 |  2869 | 126/HAT-126-0032570-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0036040 |  2866 | 126/HAT-126-0036040-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0036608 |  2861 | 126/HAT-126-0036608-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-126-0036831 |  2859 | 126/HAT-126-0036831-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0000026 |  2189 | 127/HAT-127-0000026-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0000054 |   356 | 127/HAT-127-0000054-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0000312 |  2796 | 127/HAT-127-0000312-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0000485 |  2189 | 127/HAT-127-0000485-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0000632 |  2189 | 127/HAT-127-0000632-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0001820 |  4476 | 127/HAT-127-0001820-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0002338 |  2796 | 127/HAT-127-0002338-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0002922 |     1 | 127/HAT-127-0002922-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0004449 |  2796 | 127/HAT-127-0004449-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0004752 |  2796 | 127/HAT-127-0004752-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0005770 |  2189 | 127/HAT-127-0005770-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0009124 |     1 | 127/HAT-127-0009124-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0023860 |  2796 | 127/HAT-127-0023860-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0030828 |  2792 | 127/HAT-127-0030828-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0038203 |  2169 | 127/HAT-127-0038203-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0038538 |  2793 | 127/HAT-127-0038538-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0040601 |  2795 | 127/HAT-127-0040601-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0043657 |  2761 | 127/HAT-127-0043657-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0043771 |  2793 | 127/HAT-127-0043771-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0044742 |  2794 | 127/HAT-127-0044742-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-127-0436711 |  2778 | 127/HAT-127-0436711-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000033 |  2189 | 128/HAT-128-0000033-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000035 |  2186 | 128/HAT-128-0000035-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000046 |  2186 | 128/HAT-128-0000046-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000155 |  2189 | 128/HAT-128-0000155-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000156 |  2189 | 128/HAT-128-0000156-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000170 |  2189 | 128/HAT-128-0000170-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000212 |  2185 | 128/HAT-128-0000212-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000285 |  2189 | 128/HAT-128-0000285-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000337 |  2189 | 128/HAT-128-0000337-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000420 |  2188 | 128/HAT-128-0000420-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000538 |  2185 | 128/HAT-128-0000538-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0000643 |  2189 | 128/HAT-128-0000643-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0001372 |  2189 | 128/HAT-128-0001372-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0004077 |  2189 | 128/HAT-128-0004077-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0004156 |  2189 | 128/HAT-128-0004156-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0006063 |  2189 | 128/HAT-128-0006063-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0009823 |  2189 | 128/HAT-128-0009823-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0018837 |  2187 | 128/HAT-128-0018837-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-128-0031439 |  2183 | 128/HAT-128-0031439-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
 HAT-129-0000006 | 20880 | 129/HAT-129-0000006-8dc7a897a5144f63854c9f8d8b543069-hatlc.csv.gz
